pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
35,Ontario,Ontario,2020-12-26,52,2020,1.0,173501,15623,1111.59,4578,285,29.33,100.09,1.83,31290.0,522,200.47,3.34,2231.86,14.30,40.71,0.26
24,Quebec,Québec,2020-12-26,52,2020,1.0,186323,15385,2099.49,7662,314,86.34,173.36,3.54,29339.0,562,330.59,6.33,2197.86,24.77,44.86,0.51
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-12-26,52,2020,1.0,384,4,71.3,4,0,0.74,0.74,0.00,26.0,0,4.83,0,0.57,0.11,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-12-26,52,2020,1.0,590,16,70.68,8,0,0.96,1.92,0.00,35.0,0,4.19,0,2.29,0.27,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-12-26,52,2020,1.0,1469,30,138.76,65,0,6.14,2.83,0.00,62.0,0,5.86,0,4.27,0.40,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-12-26,52,2020,1.0,94,4,54.09,0,0,0.0,2.30,0.00,7.0,0,4.03,0,0.53,0.31,0.00,0.00
60,Yukon,Yukon,2020-12-26,52,2020,1.0,60,1,133.41,1,0,2.22,2.22,0.00,2.0,0,4.45,0,0.14,0.32,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-12-26,52,2020,1.0,24,1,53.37,0,0,0.0,2.22,0.00,5.0,0,11.12,0,0.12,0.27,0.00,0.00
62,Nunavut,Nunavut,2020-12-26,52,2020,1.0,264,4,649.08,1,0,2.46,9.83,0.00,23.0,1,56.55,2.46,0.57,1.40,0.06,0.15
99,Repatriated travellers,Voyageurs rapatriés,2020-12-26,52,2020,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2020-12-26,52,2020,,547936,44265,1366.5,15033,929,37.49,110.39,2.32,92226.0,1792,230.0,4.47,6323.57,15.77,132.71,0.33
59,British Columbia,Colombie-Britannique,2021-01-02,53,2020,1.0,53162,3594,963.25,901,54,16.33,65.12,0.98,7110.0,149,128.83,2.7,513.43,9.30,7.71,0.14
48,Alberta,Alberta,2021-01-02,53,2020,1.0,104633,7226,2228.47,1267,151,26.98,153.90,3.22,14625.0,306,311.48,6.52,1032.29,21.99,21.57,0.46
47,Saskatchewan,Saskatchewan,2021-01-02,53,2020,1.0,15844,1229,1310.39,158,24,13.07,101.65,1.98,2517.0,43,208.17,3.56,175.57,14.52,3.43,0.28
46,Manitoba,Manitoba,2021-01-02,53,2020,1.0,25026,1402,1720.12,678,61,46.6,96.36,4.19,2396.0,122,164.68,8.39,200.29,13.77,8.71,0.60
35,Ontario,Ontario,2021-01-02,53,2020,1.0,193960,20459,1242.67,4905,327,31.43,131.08,2.10,36082.0,612,231.17,3.92,2922.71,18.73,46.71,0.30
24,Quebec,Québec,2021-01-02,53,2020,1.0,204101,17778,2299.81,7966,304,89.76,200.32,3.43,33163.0,618,373.68,6.96,2539.71,28.62,43.43,0.49
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-02,53,2020,1.0,390,6,72.41,4,0,0.74,1.11,0.00,10.0,0,1.86,0,0.86,0.16,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-01-02,53,2020,1.0,611,21,73.2,9,1,1.08,2.52,0.12,37.0,1,4.43,0.12,3.00,0.36,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-01-02,53,2020,1.0,1497,28,141.4,65,0,6.14,2.64,0.00,58.0,0,5.48,0,4.02,0.38,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-02,53,2020,1.0,97,3,55.82,0,0,0.0,1.73,0.00,7.0,0,4.03,0,0.39,0.22,0.00,0.00
60,Yukon,Yukon,2021-01-02,53,2020,1.0,64,4,142.3,1,0,2.22,8.89,0.00,5.0,0,11.12,0,0.62,1.38,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-02,53,2020,1.0,24,0,53.37,0,0,0.0,0.00,0.00,1.0,0,2.22,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2021-01-02,53,2020,1.0,266,2,654.0,1,0,2.46,4.92,0.00,6.0,0,14.75,0,0.24,0.60,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-01-02,53,2020,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-01-02,53,2020,,599688,51752,1495.56,15955,922,39.79,129.06,2.30,96017.0,1851,239.46,4.62,7393.14,18.44,131.71,0.33
59,British Columbia,Colombie-Britannique,2021-01-09,1,2021,1.0,57170,4008,1035.87,999,98,18.1,72.62,1.78,7602.0,152,137.74,2.75,572.57,10.37,14.00,0.25
48,Alberta,Alberta,2021-01-09,1,2021,1.0,111729,7096,2379.6,1426,159,30.37,151.13,3.39,14322.0,310,305.03,6.6,1013.71,21.59,22.71,0.48
47,Saskatchewan,Saskatchewan,2021-01-09,1,2021,1.0,17807,1963,1472.74,191,33,15.8,162.35,2.73,3192.0,57,264.0,4.71,280.43,23.19,4.71,0.39
46,Manitoba,Manitoba,2021-01-09,1,2021,1.0,26166,1140,1798.47,733,55,50.38,78.36,3.78,2542.0,116,174.72,7.97,162.86,11.19,7.86,0.54
35,Ontario,Ontario,2021-01-09,1,2021,1.0,218835,24875,1402.04,5276,371,33.8,159.37,2.38,45334.0,698,290.45,4.47,3553.57,22.77,53.00,0.34
24,Quebec,Québec,2021-01-09,1,2021,1.0,221559,17458,2496.53,8315,349,93.69,196.72,3.93,35236.0,653,397.04,7.36,2494.00,28.10,49.86,0.56
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-09,1,2021,1.0,392,2,72.78,4,0,0.74,0.37,0.00,8.0,0,1.49,0,0.29,0.05,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-01-09,1,2021,1.0,765,154,91.65,9,0,1.08,18.45,0.00,175.0,1,20.97,0.12,22.00,2.64,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-01-09,1,2021,1.0,1525,28,144.05,65,0,6.14,2.64,0.00,56.0,0,5.29,0,3.96,0.37,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-09,1,2021,1.0,100,4,57.54,0,0,0.0,2.30,0.00,7.0,0,4.03,0,0.55,0.32,0.00,0.00
60,Yukon,Yukon,2021-01-09,1,2021,1.0,70,6,155.64,1,0,2.22,13.34,0.00,10.0,0,22.23,0,0.81,1.80,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-09,1,2021,1.0,24,0,53.37,0,0,0.0,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
62,Nunavut,Nunavut,2021-01-09,1,2021,1.0,266,0,654.0,1,0,2.46,0.00,0.00,2.0,0,4.92,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-01-09,1,2021,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-01-09,1,2021,,656421,56734,1637.05,17020,1065,42.45,141.49,2.66,108486.0,1987,270.55,4.96,8104.86,20.21,152.14,0.38
59,British Columbia,Colombie-Britannique,2021-01-16,2,2021,1.0,60701,3531,1099.85,1064,65,19.28,63.98,1.18,7539.0,163,136.6,2.95,504.43,9.14,9.29,0.17
48,Alberta,Alberta,2021-01-16,2,2021,1.0,117088,5359,2493.73,1557,131,33.16,114.14,2.79,12455.0,290,265.27,6.18,765.57,16.31,18.71,0.40
47,Saskatchewan,Saskatchewan,2021-01-16,2,2021,1.0,19985,2178,1652.87,212,21,17.53,180.13,1.74,4141.0,54,342.48,4.47,311.14,25.73,3.00,0.25
46,Manitoba,Manitoba,2021-01-16,2,2021,1.0,27322,1156,1877.93,761,28,52.31,79.46,1.92,2296.0,83,157.81,5.7,165.14,11.35,4.00,0.27
35,Ontario,Ontario,2021-01-16,2,2021,1.0,240220,21385,1539.05,5644,368,36.16,137.01,2.36,46260.0,739,296.38,4.73,3055.00,19.57,52.57,0.34
24,Quebec,Québec,2021-01-16,2,2021,1.0,235620,14061,2654.97,8682,367,97.83,158.44,4.14,31519.0,716,355.16,8.07,2008.71,22.63,52.43,0.59
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-16,2,2021,1.0,395,3,73.34,4,0,0.74,0.56,0.00,5.0,0,0.93,0,0.43,0.08,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-01-16,2,2021,1.0,911,146,109.14,12,3,1.44,17.49,0.36,300.0,3,35.94,0.36,20.86,2.50,0.43,0.05
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,2,2021,1.0,1550,25,146.41,65,0,6.14,2.36,0.00,53.0,0,5.01,0,3.59,0.34,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-16,2,2021,1.0,107,7,61.57,0,0,0.0,4.03,0.00,11.0,0,6.33,0,0.94,0.54,0.00,0.00
60,Yukon,Yukon,2021-01-16,2,2021,1.0,70,0,155.64,1,0,2.22,0.00,0.00,6.0,0,13.34,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,2,2021,1.0,27,3,60.04,0,0,0.0,6.67,0.00,3.0,0,6.67,0,0.41,0.91,0.00,0.00
62,Nunavut,Nunavut,2021-01-16,2,2021,1.0,266,0,654.0,1,0,2.46,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-01-16,2,2021,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-01-16,2,2021,,704275,47854,1756.39,18003,983,44.9,119.34,2.45,104588.0,2048,260.83,5.11,6836.29,17.05,140.43,0.35
59,British Columbia,Colombie-Britannique,2021-01-23,3,2021,1.0,64011,3310,1159.83,1128,64,20.44,59.97,1.16,6841.0,129,123.95,2.34,472.86,8.57,9.14,0.17
48,Alberta,Alberta,2021-01-23,3,2021,1.0,121013,3925,2577.33,1672,115,35.61,83.59,2.45,9284.0,246,197.73,5.24,560.71,11.94,16.43,0.35
47,Saskatchewan,Saskatchewan,2021-01-23,3,2021,1.0,21917,1932,1812.66,250,38,20.68,159.79,3.14,4110.0,59,339.92,4.88,276.00,22.83,5.43,0.45
46,Manitoba,Manitoba,2021-01-23,3,2021,1.0,28476,1154,1957.25,797,36,54.78,79.32,2.47,2310.0,64,158.77,4.4,164.86,11.33,5.14,0.35
35,Ontario,Ontario,2021-01-23,3,2021,1.0,256636,16416,1644.22,6076,432,38.93,105.17,2.77,37801.0,800,242.18,5.13,2345.14,15.02,61.71,0.40
24,Quebec,Québec,2021-01-23,3,2021,1.0,246131,10511,2773.41,9046,364,101.93,118.44,4.10,24572.0,731,276.88,8.24,1501.57,16.92,52.00,0.59
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,3,2021,1.0,398,3,73.89,4,0,0.74,0.56,0.00,6.0,0,1.11,0,0.43,0.08,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-01-23,3,2021,1.0,1104,193,132.26,13,1,1.56,23.12,0.12,339.0,4,40.61,0.48,27.57,3.30,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,3,2021,1.0,1567,17,148.01,65,0,6.14,1.61,0.00,42.0,0,3.97,0,2.41,0.23,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,3,2021,1.0,110,3,63.3,0,0,0.0,1.73,0.00,10.0,0,5.75,0,0.43,0.25,0.00,0.00
60,Yukon,Yukon,2021-01-23,3,2021,1.0,70,0,155.64,1,0,2.22,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-23,3,2021,1.0,30,3,66.71,0,0,0.0,6.67,0.00,6.0,0,13.34,0,0.47,1.04,0.00,0.00
62,Nunavut,Nunavut,2021-01-23,3,2021,1.0,275,9,676.12,1,0,2.46,22.13,0.00,9.0,0,22.13,0,1.31,3.21,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-01-23,3,2021,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-01-23,3,2021,,741751,37476,1849.86,19053,1050,47.52,93.46,2.62,85330.0,2033,212.8,5.07,5353.71,13.35,150.00,0.37
59,British Columbia,Colombie-Britannique,2021-01-30,4,2021,1.0,67187,3176,1217.37,1189,61,21.54,57.55,1.11,6486.0,125,117.52,2.26,453.71,8.22,8.71,0.16
48,Alberta,Alberta,2021-01-30,4,2021,1.0,124049,3036,2641.99,1744,72,37.14,64.66,1.53,6961.0,187,148.25,3.98,433.71,9.24,10.29,0.22
47,Saskatchewan,Saskatchewan,2021-01-30,4,2021,1.0,23626,1709,1954.0,300,50,24.81,141.34,4.14,3641.0,88,301.13,7.28,244.14,20.19,7.14,0.59
46,Manitoba,Manitoba,2021-01-30,4,2021,1.0,29446,970,2023.92,825,28,56.7,66.67,1.92,2124.0,64,145.99,4.4,138.57,9.52,4.00,0.27
35,Ontario,Ontario,2021-01-30,4,2021,1.0,269410,12774,1726.06,6449,373,41.32,81.84,2.39,29190.0,805,187.02,5.16,1824.86,11.69,53.29,0.34
24,Quebec,Québec,2021-01-30,4,2021,1.0,254885,8754,2872.05,9313,267,104.94,98.64,3.01,19265.0,631,217.08,7.11,1250.57,14.09,38.14,0.43
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-30,4,2021,1.0,408,10,75.75,4,0,0.74,1.86,0.00,13.0,0,2.41,0,1.43,0.27,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-01-30,4,2021,1.0,1230,126,147.36,18,5,2.16,15.10,0.60,319.0,6,38.22,0.72,18.00,2.16,0.71,0.09
12,Nova Scotia,Nouvelle-Écosse,2021-01-30,4,2021,1.0,1578,11,149.05,65,0,6.14,1.04,0.00,28.0,0,2.64,0,1.59,0.15,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-30,4,2021,1.0,112,2,64.45,0,0,0.0,1.15,0.00,5.0,0,2.88,0,0.24,0.14,0.00,0.00
60,Yukon,Yukon,2021-01-30,4,2021,1.0,70,0,155.64,1,0,2.22,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-30,4,2021,1.0,31,1,68.93,0,0,0.0,2.22,0.00,4.0,0,8.89,0,0.12,0.27,0.00,0.00
62,Nunavut,Nunavut,2021-01-30,4,2021,1.0,289,14,710.55,1,0,2.46,34.42,0.00,23.0,0,56.55,0,1.96,4.82,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-01-30,4,2021,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-01-30,4,2021,,772334,30583,1926.13,19909,856,49.65,76.27,2.13,68059.0,1906,169.73,4.75,4369.00,10.90,122.29,0.30
59,British Columbia,Colombie-Britannique,2021-02-06,5,2021,1.0,70144,2957,1270.95,1246,57,22.58,53.58,1.03,6133.0,118,111.12,2.14,422.43,7.65,8.14,0.15
48,Alberta,Alberta,2021-02-06,5,2021,1.0,126646,2597,2697.3,1802,58,38.38,55.31,1.24,5633.0,130,119.97,2.77,371.00,7.90,8.29,0.18
47,Saskatchewan,Saskatchewan,2021-02-06,5,2021,1.0,25209,1583,2084.93,336,36,27.79,130.92,2.98,3292.0,86,272.27,7.11,226.14,18.70,5.14,0.43
46,Manitoba,Manitoba,2021-02-06,5,2021,1.0,30158,712,2072.85,842,17,57.87,48.94,1.17,1682.0,45,115.61,3.09,101.71,6.99,2.43,0.17
35,Ontario,Ontario,2021-02-06,5,2021,1.0,279192,9782,1788.73,6711,262,43.0,62.67,1.68,22556.0,635,144.51,4.07,1397.43,8.95,37.43,0.24
24,Quebec,Québec,2021-02-06,5,2021,1.0,262303,7418,2955.63,9526,213,107.34,83.59,2.40,16172.0,480,182.23,5.41,1059.71,11.94,30.43,0.34
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-06,5,2021,1.0,415,7,77.05,4,0,0.74,1.30,0.00,17.0,0,3.16,0,1.00,0.19,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-02-06,5,2021,1.0,1337,107,160.18,20,2,2.4,12.82,0.24,233.0,7,27.91,0.84,15.29,1.83,0.29,0.03
12,Nova Scotia,Nouvelle-Écosse,2021-02-06,5,2021,1.0,1585,6,149.71,65,0,6.14,0.57,0.00,17.0,0,1.61,0,0.92,0.09,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-06,5,2021,1.0,114,2,65.6,0,0,0.0,1.15,0.00,4.0,0,2.3,0,0.27,0.15,0.00,0.00
60,Yukon,Yukon,2021-02-06,5,2021,1.0,70,0,155.64,1,0,2.22,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-06,5,2021,1.0,32,1,71.16,0,0,0.0,2.22,0.00,2.0,0,4.45,0,0.10,0.23,0.00,0.00
62,Nunavut,Nunavut,2021-02-06,5,2021,1.0,297,8,730.21,1,0,2.46,19.67,0.00,22.0,0,54.09,0,1.14,2.81,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-02-06,5,2021,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-02-06,5,2021,,797515,25180,1988.93,20554,645,51.26,62.80,1.61,55763.0,1501,139.07,3.74,3597.14,8.97,92.14,0.23
59,British Columbia,Colombie-Britannique,2021-02-13,6,2021,1.0,73202,3058,1326.36,1298,52,23.52,55.41,0.94,6015.0,109,108.99,1.97,436.86,7.92,7.43,0.13
48,Alberta,Alberta,2021-02-13,6,2021,1.0,128722,2076,2741.51,1854,52,39.49,44.21,1.11,4673.0,110,99.53,2.34,296.57,6.32,7.43,0.16
47,Saskatchewan,Saskatchewan,2021-02-13,6,2021,1.0,26389,1180,2182.52,354,18,29.28,97.59,1.49,2763.0,54,228.52,4.47,168.57,13.94,2.57,0.21
46,Manitoba,Manitoba,2021-02-13,6,2021,1.0,30687,529,2109.21,866,24,59.52,36.36,1.65,1241.0,41,85.3,2.82,75.57,5.19,3.43,0.24
35,Ontario,Ontario,2021-02-13,6,2021,1.0,287093,7901,1839.35,6881,170,44.09,50.62,1.09,17683.0,432,113.29,2.77,1128.71,7.23,24.29,0.16
24,Quebec,Québec,2021-02-13,6,2021,1.0,268785,6482,3028.67,9685,159,109.13,73.04,1.79,13900.0,372,156.63,4.19,926.00,10.43,22.71,0.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-13,6,2021,1.0,686,271,127.37,4,0,0.74,50.32,0.00,278.0,0,51.61,0,38.71,7.19,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-02-13,6,2021,1.0,1398,61,167.49,22,2,2.64,7.31,0.24,168.0,4,20.13,0.48,8.71,1.04,0.29,0.03
12,Nova Scotia,Nouvelle-Écosse,2021-02-13,6,2021,1.0,1592,7,150.37,65,0,6.14,0.66,0.00,13.0,0,1.23,0,1.02,0.10,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-13,6,2021,1.0,114,0,65.6,0,0,0.0,0.00,0.00,2.0,0,1.15,0,0.06,0.04,0.00,0.00
60,Yukon,Yukon,2021-02-13,6,2021,1.0,71,1,157.87,1,0,2.22,2.22,0.00,1.0,0,2.22,0,0.10,0.21,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,6,2021,1.0,36,5,80.05,0,0,0.0,11.12,0.00,6.0,0,13.34,0,0.65,1.45,0.00,0.00
62,Nunavut,Nunavut,2021-02-13,6,2021,1.0,313,16,769.55,1,0,2.46,39.34,0.00,24.0,0,59.01,0,2.27,5.57,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-02-13,6,2021,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-02-13,6,2021,,819101,21587,2042.76,21031,477,52.45,53.84,1.19,46767.0,1122,116.63,2.8,3083.86,7.69,68.14,0.17
59,British Columbia,Colombie-Britannique,2021-02-20,7,2021,1.0,76339,3137,1383.2,1327,29,24.04,56.84,0.53,6195.0,81,112.25,1.47,448.14,8.12,4.14,0.08
48,Alberta,Alberta,2021-02-20,7,2021,1.0,130974,2252,2789.48,1880,26,40.04,47.96,0.55,4328.0,78,92.18,1.66,321.71,6.85,3.71,0.08
47,Saskatchewan,Saskatchewan,2021-02-20,7,2021,1.0,27438,1049,2269.28,368,14,30.44,86.76,1.16,2229.0,32,184.35,2.65,149.86,12.39,2.00,0.17
46,Manitoba,Manitoba,2021-02-20,7,2021,1.0,31329,642,2153.34,882,16,60.62,44.13,1.10,1171.0,40,80.49,2.75,91.71,6.30,2.29,0.16
35,Ontario,Ontario,2021-02-20,7,2021,1.0,294555,7462,1887.16,7032,151,45.05,47.81,0.97,15363.0,321,98.43,2.06,1066.00,6.83,21.57,0.14
24,Quebec,Québec,2021-02-20,7,2021,1.0,274137,5352,3088.98,9786,101,110.27,60.31,1.14,11834.0,260,133.35,2.93,764.57,8.62,14.43,0.16
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,7,2021,1.0,901,215,167.28,4,0,0.74,39.92,0.00,486.0,0,90.23,0,30.71,5.70,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,2021-02-20,7,2021,1.0,1420,22,170.12,24,2,2.88,2.64,0.24,83.0,4,9.94,0.48,3.14,0.38,0.29,0.03
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,7,2021,1.0,1605,14,151.6,65,0,6.14,1.32,0.00,21.0,0,1.98,0,1.96,0.19,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,7,2021,1.0,115,1,66.17,0,0,0.0,0.58,0.00,1.0,0,0.58,0,0.08,0.05,0.00,0.00
60,Yukon,Yukon,2021-02-20,7,2021,1.0,72,1,160.09,1,0,2.22,2.22,0.00,2.0,0,4.45,0,0.19,0.42,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-20,7,2021,1.0,41,5,91.17,0,0,0.0,11.12,0.00,10.0,0,22.24,0,0.65,1.45,0.00,0.00
62,Nunavut,Nunavut,2021-02-20,7,2021,1.0,339,26,833.48,1,0,2.46,63.92,0.00,42.0,0,103.26,0,3.76,9.23,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-02-20,7,2021,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-02-20,7,2021,,839278,20178,2093.08,21370,339,53.29,50.32,0.85,41765.0,816,104.16,2.04,2882.57,7.19,48.43,0.12
59,British Columbia,Colombie-Britannique,2021-02-27,8,2021,1.0,79909,3570,1447.89,1355,28,24.55,64.69,0.51,6707.0,57,121.53,1.03,510.00,9.24,4.00,0.07
48,Alberta,Alberta,2021-02-27,8,2021,1.0,133417,2443,2841.51,1905,25,40.57,52.03,0.53,4695.0,51,99.99,1.09,349.00,7.43,3.57,0.08
47,Saskatchewan,Saskatchewan,2021-02-27,8,2021,1.0,28506,1068,2357.61,385,17,31.84,88.33,1.41,2117.0,31,175.09,2.56,152.57,12.62,2.43,0.20
46,Manitoba,Manitoba,2021-02-27,8,2021,1.0,31809,480,2186.33,893,11,61.38,32.99,0.76,1122.0,27,77.12,1.86,68.57,4.71,1.57,0.11
35,Ontario,Ontario,2021-02-27,8,2021,1.0,302237,7682,1936.38,7129,97,45.67,49.22,0.62,15144.0,248,97.02,1.59,1097.43,7.03,13.86,0.09
24,Quebec,Québec,2021-02-27,8,2021,1.0,279519,5382,3149.62,9858,72,111.08,60.64,0.81,10734.0,173,120.95,1.95,768.86,8.66,10.29,0.12
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-27,8,2021,1.0,980,79,181.95,5,1,0.93,14.67,0.19,294.0,1,54.59,0.19,11.29,2.10,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,2021-02-27,8,2021,1.0,1430,10,171.32,26,2,3.11,1.20,0.24,32.0,4,3.83,0.48,1.43,0.17,0.29,0.03
12,Nova Scotia,Nouvelle-Écosse,2021-02-27,8,2021,1.0,1633,27,154.25,65,0,6.14,2.55,0.00,41.0,0,3.87,0,3.92,0.37,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-27,8,2021,1.0,127,12,73.08,0,0,0.0,6.91,0.00,13.0,0,7.48,0,1.78,1.02,0.00,0.00
60,Yukon,Yukon,2021-02-27,8,2021,1.0,72,0,160.09,1,0,2.22,0.00,0.00,1.0,0,2.22,0,0.00,0.00,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-27,8,2021,1.0,42,1,93.39,0,0,0.0,2.22,0.00,6.0,0,13.34,0,0.16,0.36,0.00,0.00
62,Nunavut,Nunavut,2021-02-27,8,2021,1.0,356,17,875.27,1,0,2.46,41.80,0.00,43.0,0,105.72,0,2.37,5.82,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-02-27,8,2021,,13,0,,0,0,,,,0.0,0,,,0.00,,0.00,
1,Canada,Canada,2021-02-27,8,2021,,860050,20771,2144.88,21623,253,53.93,51.80,0.63,40949.0,592,102.12,1.48,2967.29,7.40,36.14,0.09
59,British Columbia,Colombie-Britannique,2021-03-06,9,2021,1.0,83652,3743,1515.71,1383,28,25.06,67.82,0.51,7313.0,56,132.51,1.01,534.71,9.69,4.00,0.07
48,Alberta,Alberta,2021-03-06,9,2021,1.0,135748,2331,2891.15,1924,19,40.98,49.65,0.40,4774.0,44,101.68,0.94,333.00,7.09,2.71,0.06
47,Saskatchewan,Saskatchewan,2021-03-06,9,2021,1.0,29593,1087,2447.51,396,11,32.75,89.90,0.91,2155.0,28,178.23,2.32,155.29,12.84,1.57,0.13
46,Manitoba,Manitoba,2021-03-06,9,2021,1.0,32169,360,2211.08,904,11,62.13,24.74,0.76,840.0,22,57.74,1.51,51.43,3.53,1.57,0.11
35,Ontario,Ontario,2021-03-06,9,2021,1.0,310175,7938,1987.24,7216,87,46.23,50.86,0.56,15620.0,184,100.07,1.18,1134.00,7.27,12.43,0.08
24,Quebec,Québec,2021-03-06,9,2021,1.0,284471,4952,3205.42,9925,67,111.83,55.80,0.75,10334.0,139,116.44,1.57,707.43,7.97,9.57,0.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-06,9,2021,1.0,1005,25,186.59,6,1,1.11,4.64,0.19,104.0,2,19.31,0.37,3.57,0.66,0.08,0.02
13,New Brunswick,Nouveau-Brunswick,2021-03-06,9,2021,1.0,1453,23,174.08,28,2,3.35,2.76,0.24,33.0,4,3.95,0.48,3.29,0.39,0.29,0.03
12,Nova Scotia,Nouvelle-Écosse,2021-03-06,9,2021,1.0,1654,21,156.23,65,0,6.14,1.98,0.00,48.0,0,4.53,0,3.04,0.29,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-06,9,2021,1.0,140,13,80.56,0,0,0.0,7.48,0.00,25.0,0,14.39,0,1.86,1.07,0.00,0.00
60,Yukon,Yukon,2021-03-06,9,2021,1.0,72,0,160.09,1,0,2.22,0.00,0.00,0.0,0,0.0,0,0.00,0.00,0.00,0.00
